OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
469,2021/06/26 10:00:00+00,7053,43958,65927,53124,4239,2351,9526,6334,10959,2850,19830,2044,16646,19317,1354,71141,85477,3009,2623,6056,2184,14657,7725,3694,0
470,2021/06/27 10:00:00+00,7054,43963,65935,53128,4239,2351,9527,6336,10962,2850,19831,2044,16647,19322,1355,71153,85495,3009,2624,6057,2184,14658,7725,3695,0
471,2021/06/28 10:00:00+00,7054,43966,65939,53132,4239,2352,9527,6336,10962,2850,19832,2044,16648,19322,1355,71162,85504,3010,2624,6059,2184,14658,7725,3697,0
472,2021/06/29 10:00:00+00,7054,43967,65943,53133,4239,2352,9527,6340,10963,2851,19833,2044,16650,19324,1355,71171,85509,3010,2624,6060,2184,14660,7727,3697,0
473,2021/06/30 10:00:00+00,7056,43974,65948,53141,4239,2352,9527,6342,10966,2851,19834,2044,16655,19325,1358,71180,85518,3010,2625,6060,2184,14662,7731,3697,0
474,2021/07/01 10:00:00+00,7056,43978,65958,53148,4239,2352,9528,6345,10968,2851,19837,2044,16658,19332,1358,71190,85537,3010,2625,6063,2184,14665,7731,3697,0
475,2021/07/02 10:00:00+00,7057,43986,65966,53146,4240,2352,9528,6351,10970,2851,19841,2045,16661,19338,1361,71209,85556,3010,2625,6065,2184,14668,7732,3697,0
476,2021/07/03 10:00:00+00,7057,43993,65977,53150,4239,2352,9528,6356,10973,2852,19842,2046,16665,19349,1361,71225,85577,3012,2626,6067,2185,14668,7735,3700,0
477,2021/07/04 10:00:00+00,7057,43994,65988,53156,4239,2352,9528,6359,10975,2853,19844,2048,16667,19352,1361,71233,85592,3012,2626,6067,2185,14671,7736,3701,0
478,2021/07/05 10:00:00+00,7057,43998,65990,53162,4239,2352,9528,6359,10976,2853,19849,2048,16668,19352,1361,71243,85600,3012,2626,6067,2185,14671,7737,3701,0
479,2021/07/06 10:00:00+00,7057,44005,65996,53169,4239,2352,9528,6360,10978,2854,19849,2048,16670,19352,1361,71251,85608,3013,2626,6068,2185,14671,7739,3702,0
480,2021/07/07 10:00:00+00,7058,44009,66004,53176,4241,2352,9528,6364,10980,2855,19851,2049,16672,19351,1361,71257,85617,3013,2626,6071,2185,14671,7741,3704,0
481,2021/07/08 10:00:00+00,7059,44022,66018,53185,4241,2352,9528,6367,10981,2855,19856,2049,16675,19360,1361,71268,85635,3013,2626,6076,2185,14673,7743,3707,0
482,2021/07/09 10:00:00+00,7062,44032,66030,53210,4242,2353,9531,6370,10984,2855,19860,2050,16681,19370,1361,71296,85660,3014,2626,6076,2186,14679,7744,3708,0
483,2021/07/10 10:00:00+00,7066,44045,66048,53217,4245,2353,9533,6371,10988,2855,19863,2055,16687,19376,1361,71311,85687,3014,2626,6078,2187,14685,7746,3710,0
484,2021/07/11 10:00:00+00,7067,44056,66059,53228,4245,2354,9534,6374,10989,2856,19865,2055,16689,19378,1361,71321,85701,3014,2626,6082,2187,14686,7749,3710,0
485,2021/07/12 10:00:00+00,7068,44065,66069,53232,4245,2354,9537,6380,10992,2856,19872,2055,16691,19380,1362,71334,85718,3014,2626,6083,2187,14686,7749,3710,0
486,2021/07/13 10:00:00+00,7068,44074,66074,53237,4247,2356,9540,6383,10998,2856,19877,2056,16694,19385,1362,71354,85760,3015,2627,6083,2187,14688,7749,3713,0
487,2021/07/14 10:00:00+00,7071,44082,66088,53242,4247,2357,9545,6388,11004,2857,19882,2056,16696,19390,1361,71369,85781,3015,2627,6088,2187,14690,7751,3713,0
488,2021/07/15 10:00:00+00,7071,44107,66112,53247,4247,2358,9549,6395,11005,2857,19889,2057,16699,19399,1361,71396,85836,3015,2627,6088,2188,14693,7754,3715,0
489,2021/07/16 10:00:00+00,7072,44125,66127,53267,4251,2359,9552,6398,11015,2857,19897,2057,16703,19406,1362,71432,85875,3017,2628,6091,2188,14697,7757,3715,0
490,2021/07/17 10:00:00+00,7076,44158,66149,53277,4252,2359,9556,6399,11020,2858,19903,2058,16710,19413,1362,71462,85921,3017,2628,6093,2189,14698,7757,3716,0
491,2021/07/18 10:00:00+00,7077,44169,66175,53292,4254,2359,9560,6404,11024,2858,19905,2058,16716,19421,1362,71493,85963,3017,2628,6094,2189,14700,7760,3719,0
492,2021/07/19 10:00:00+00,7078,44177,66191,53300,4256,2360,9566,6409,11034,2861,19909,2058,16722,19426,1362,71519,85986,3017,2630,6097,2190,14705,7764,3719,0
493,2021/07/20 10:00:00+00,7078,44189,66207,53325,4257,2360,9572,6410,11040,2862,19916,2058,16730,19438,1362,71538,86014,3018,2630,6101,2191,14705,7770,3720,0
494,2021/07/21 10:00:00+00,7078,44210,66229,53355,4257,2361,9574,6412,11045,2862,19925,2058,16741,19448,1363,71579,86073,3021,2631,6110,2194,14713,7775,3721,0
495,2021/07/22 10:00:00+00,7081,44245,66252,53373,4264,2363,9583,6422,11059,2865,19942,2060,16747,19463,1363,71636,86125,3023,2632,6119,2195,14723,7781,3722,0
496,2021/07/23 10:00:00+00,7082,44284,66296,53387,4270,2363,9585,6431,11066,2865,19953,2061,16763,19476,1365,71691,86175,3026,2633,6122,2196,14727,7786,3723,0
497,2021/07/24 10:00:00+00,7084,44318,66335,53413,4274,2363,9589,6444,11077,2866,19960,2066,16775,19487,1365,71742,86236,3029,2633,6134,2198,14733,7795,3727,0
498,2021/07/25 10:00:00+00,7087,44343,66370,53455,4282,2365,9592,6448,11088,2868,19978,2068,16792,19494,1365,71788,86286,3029,2633,6146,2202,14737,7803,3730,0
499,2021/07/26 10:00:00+00,7088,44373,66398,53475,4285,2365,9597,6452,11100,2869,19988,2069,16801,19498,1366,71842,86343,3029,2633,6153,2202,14738,7808,3733,0
500,2021/07/27 10:00:00+00,7091,44401,66431,53510,4285,2365,9602,6456,11110,2871,20003,2069,16811,19541,1366,71873,86404,3032,2634,6159,2203,14747,7815,3735,0
501,2021/07/28 10:00:00+00,7092,44451,66500,53537,4290,2367,9608,6476,11120,2871,20014,2069,16826,19562,1365,71930,86487,3032,2634,6170,2206,14756,7829,3738,0
502,2021/07/29 10:00:00+00,7097,44530,66562,53580,4305,2373,9613,6485,11146,2874,20032,2069,16853,19577,1366,71991,86572,3036,2638,6182,2208,14765,7839,3742,0
503,2021/07/30 10:00:00+00,7098,44575,66620,53643,4309,2376,9621,6495,11161,2882,20056,2071,16878,19592,1367,72088,86656,3039,2637,6199,2211,14782,7857,3748,0
504,2021/07/31 10:00:00+00,7104,44626,66693,53692,4316,2377,9630,6507,11190,2895,20079,2072,16896,19619,1368,72186,86765,3045,2639,6216,2212,14791,7876,3754,0
505,2021/08/01 10:00:00+00,7110,44682,66744,53743,4327,2378,9640,6517,11211,2903,20103,2074,16918,19634,1371,72276,86871,3046,2641,6229,2217,14804,7892,3764,0
506,2021/08/02 10:00:00+00,7111,44721,66797,53777,4337,2384,9644,6522,11231,2916,20129,2074,16934,19646,1371,72342,86971,3047,2644,6243,2218,14815,7899,3769,0
507,2021/08/03 10:00:00+00,7115,44760,66839,53809,4337,2384,9647,6534,11244,2918,20152,2075,16952,19662,1372,72383,87051,3049,2646,6248,2218,14817,7924,3774,0
508,2021/08/04 10:00:00+00,7116,44836,66921,53876,4339,2386,9655,6545,11273,2924,20195,2077,16980,19673,1374,72481,87196,3050,2652,6260,2220,14850,7946,3780,0
509,2021/08/05 10:00:00+00,7133,44932,67003,53938,4348,2388,9672,6566,11291,2929,20230,2079,17012,19692,1378,72596,87313,3052,2655,6277,2223,14875,7967,3785,0
510,2021/08/06 10:00:00+00,7142,45008,67125,54010,4358,2393,9681,6590,11339,2947,20274,2083,17044,19725,1379,72714,87492,3054,2661,6292,2230,14895,7994,3794,0
511,2021/08/07 10:00:00+00,7160,45091,67227,54103,4369,2395,9695,6611,11386,2950,20314,2087,17078,19755,1381,72825,87681,3060,2665,6308,2231,14910,8034,3800,0
512,2021/08/08 10:00:00+00,7172,45158,67298,54172,4378,2403,9706,6624,11432,2956,20355,2090,17106,19803,1384,72971,87852,3066,2666,6328,2240,14934,8052,3823,0
513,2021/08/09 10:00:00+00,7188,45203,67361,54235,4386,2404,9714,6631,11449,2970,20383,2090,17122,19820,1384,73058,87978,3068,2669,6345,2241,14946,8077,3833,0
514,2021/08/10 10:00:00+00,7189,45259,67407,54282,4394,2404,9723,6649,11479,2978,20423,2094,17152,19829,1386,73178,88102,3076,2681,6360,2241,14955,8103,3840,0
515,2021/08/11 10:00:00+00,7196,45342,67524,54371,4403,2409,9729,6666,11510,2984,20458,2097,17185,19858,1386,73308,88268,3080,2688,6384,2248,15001,8130,3845,0
516,2021/08/12 10:00:00+00,7210,45436,67627,54469,4415,2412,9749,6686,11563,3013,20506,2099,17223,19882,1391,73452,88457,3095,2691,6418,2256,15039,8173,3855,0
517,2021/08/13 10:00:00+00,7216,45523,67750,54537,4428,2416,9766,6707,11621,3022,20546,2112,17263,19910,1399,73535,88619,3104,2704,6448,2262,15073,8228,3878,0
518,2021/08/14 10:00:00+00,7241,45595,67869,54641,4443,2424,9773,6733,11647,3033,20598,2116,17291,19952,1405,73645,88816,3117,2710,6481,2272,15111,8269,3901,0
519,2021/08/15 10:00:00+00,7249,45671,67977,54726,4457,2429,9792,6747,11680,3045,20625,2119,17320,19988,1409,73761,88991,3122,2711,6494,2278,15153,8286,3922,0
520,2021/08/16 10:00:00+00,7274,45715,68082,54787,4467,2432,9797,6762,11720,3060,20665,2125,17357,20015,1413,73842,89131,3130,2714,6527,2282,15167,8316,3938,0
521,2021/08/17 10:00:00+00,7291,45777,68177,54849,4476,2435,9809,6779,11767,3068,20743,2126,17390,20047,1414,73960,89275,3142,2718,6563,2284,15184,8343,3952,0
522,2021/08/18 10:00:00+00,7307,45888,68311,54926,4485,2437,9837,6811,11806,3081,20800,2136,17426,20082,1415,74070,89467,3146,2721,6588,2291,15232,8357,3961,0
523,2021/08/19 10:00:00+00,7332,45974,68416,55031,4498,2444,9854,6830,11845,3104,20861,2147,17461,20109,1418,74209,89642,3157,2723,6630,2297,15286,8391,3982,0
524,2021/08/20 10:00:00+00,7370,46074,68577,55075,4506,2448,9881,6856,11901,3124,20935,2153,17507,20148,1433,74377,89838,3166,2725,6670,2300,15322,8441,4020,0
525,2021/08/21 10:00:00+00,7419,46168,68696,55156,4520,2462,9899,6879,11946,3138,20995,2176,17551,20196,1435,74553,90005,3175,2727,6697,2311,15376,8466,4032,0
526,2021/08/22 10:00:00+00,7431,46334,68788,55244,4534,2467,9914,6901,11975,3162,21053,2180,17586,20233,1435,74662,90148,3179,2734,6714,2320,15422,8495,4057,0
527,2021/08/23 10:00:00+00,7465,46389,68889,55312,4551,2469,9937,6920,12023,3171,21122,2195,17623,20267,1436,74807,90304,3180,2736,6741,2321,15445,8519,4071,0
528,2021/08/24 10:00:00+00,7488,46470,68984,55368,4563,2472,9965,6941,12053,3184,21151,2202,17654,20295,1438,74912,90454,3196,2744,6779,2323,15467,8556,4081,0
529,2021/08/25 10:00:00+00,7511,46586,69110,55471,4577,2476,9990,6960,12100,3199,21213,2204,17710,20332,1438,75053,90683,3204,2748,6828,2327,15531,8587,4092,0
530,2021/08/26 10:00:00+00,7541,46709,69273,55549,4592,2483,10019,6990,12157,3211,21276,2213,17766,20373,1446,75205,90863,3220,2754,6855,2334,15610,8620,4115,0
531,2021/08/27 10:00:00+00,7572,46828,69433,55676,4609,2493,10046,7022,12223,3224,21335,2217,17816,20443,1447,75362,91085,3226,2762,6914,2341,15670,8659,4144,0
532,2021/08/28 10:00:00+00,7626,46963,69578,55776,4619,2503,10078,7050,12281,3243,21404,2230,17856,20525,1450,75552,91302,3232,2771,6954,2343,15721,8701,4157,0
533,2021/08/29 10:00:00+00,7634,47037,69671,55873,4643,2510,10098,7069,12332,3257,21442,2237,17904,20559,1453,75744,91478,3236,2772,6988,2346,15773,8751,4175,0
534,2021/08/30 10:00:00+00,7674,47117,69780,55957,4663,2513,10128,7091,12381,3270,21478,2244,17931,20605,1453,75859,91607,3244,2778,7007,2357,15817,8793,4177,0
535,2021/08/31 10:00:00+00,7698,47195,69894,56032,4684,2522,10163,7124,12445,3290,21525,2255,17970,20637,1458,76018,91768,3256,2792,7052,2356,15844,8826,4198,0
536,2021/09/01 10:00:00+00,7719,47353,70019,56156,4702,2529,10194,7151,12514,3306,21571,2267,18014,20713,1465,76159,92003,3263,2795,7107,2361,15932,8860,4223,0
537,2021/09/02 10:00:00+00,7764,47503,70199,56222,4722,2539,10227,7181,12542,3335,21621,2272,18070,20742,1468,76337,92175,3268,2803,7142,2369,15992,8904,4251,0
538,2021/09/03 10:00:00+00,7783,47622,70340,56320,4732,2552,10264,7205,12609,3369,21712,2286,18131,20813,1470,76486,92378,3278,2816,7198,2375,16029,8986,4281,0
539,2021/09/04 10:00:00+00,7821,47766,70435,56419,4742,2559,10290,7228,12664,3379,21762,2307,18177,20839,1475,76611,92569,3293,2820,7240,2380,16118,9036,4299,0
540,2021/09/05 10:00:00+00,7830,47853,70501,56488,4747,2565,10315,7235,12695,3392,21800,2314,18210,20856,1476,76705,92712,3307,2825,7269,2386,16167,9076,4310,0
541,2021/09/06 10:00:00+00,7886,47942,70584,56575,4755,2580,10334,7269,12729,3410,21844,2333,18260,20909,1477,76831,92852,3310,2830,7323,2390,16199,9122,4317,0
542,2021/09/07 10:00:00+00,7894,48005,70674,56652,4759,2583,10348,7288,12772,3417,21883,2336,18296,20932,1480,76933,92993,3322,2834,7364,2393,16205,9161,4332,0
543,2021/09/08 10:00:00+00,7964,48080,70752,56669,4762,2586,10362,7299,12804,3427,21900,2341,18336,20954,1481,77026,93117,3329,2839,7392,2396,16216,9185,4340,0
544,2021/09/09 10:00:00+00,8015,48159,70836,56732,4768,2586,10385,7310,12824,3434,21953,2349,18375,21048,1483,77131,93255,3334,2848,7406,2401,16281,9205,4346,0
545,2021/09/10 10:00:00+00,8062,48289,70991,56864,4777,2605,10419,7343,12895,3476,22030,2367,18430,21092,1491,77265,93513,3346,2868,7476,2415,16361,9283,4359,0
546,2021/09/11 10:00:00+00,8080,48437,71133,56990,4805,2628,10447,7367,12951,3514,22093,2373,18488,21123,1499,77406,93693,3360,2882,7528,2426,16441,9341,4388,0
547,2021/09/12 10:00:00+00,8108,48548,71241,57113,4814,2647,10477,7387,12997,3533,22149,2388,18540,21164,1501,77522,93865,3367,2897,7550,2439,16514,9376,4406,0
548,2021/09/13 10:00:00+00,8127,48651,71366,57211,4832,2650,10492,7414,13042,3536,22191,2400,18587,21198,1501,77696,94015,3373,2913,7629,2442,16548,9414,4418,0
549,2021/09/14 10:00:00+00,8233,48733,71444,57295,4853,2661,10510,7436,13082,3546,22247,2412,18621,21236,1509,77870,94179,3380,2931,7657,2445,16570,9456,4434,0
550,2021/09/15 10:00:00+00,8284,48844,71597,57329,4865,2670,10529,7467,13123,3559,22309,2422,18658,21270,1515,77967,94379,3389,2947,7740,2449,16657,9512,4448,0
551,2021/09/16 10:00:00+00,8334,48966,71744,57444,4881,2683,10558,7495,13192,3598,22374,2435,18706,21312,1517,78130,94535,3400,2965,7772,2459,16746,9555,4458,0
552,2021/09/17 10:00:00+00,8382,49087,71911,57570,4905,2704,10596,7535,13241,3619,22432,2469,18759,21366,1521,78288,94706,3432,2987,7863,2468,16836,9628,4479,0
553,2021/09/18 10:00:00+00,8426,49207,72019,57673,4933,2718,10628,7571,13282,3638,22479,2491,18814,21422,1526,78428,94870,3445,3004,7916,2480,16912,9679,4500,0
554,2021/09/19 10:00:00+00,8463,49313,72127,57773,4949,2737,10649,7590,13325,3651,22510,2521,18849,21436,1527,78530,95001,3454,3012,7985,2489,16977,9715,4514,0
555,2021/09/20 10:00:00+00,8529,49394,72236,57895,4978,2757,10699,7623,13366,3668,22556,2538,18892,21492,1529,78635,95144,3463,3028,8030,2493,17025,9747,4519,0
556,2021/09/21 10:00:00+00,8612,49464,72338,57962,4994,2767,10737,7648,13400,3681,22612,2552,18938,21518,1533,78755,95287,3474,3035,8055,2497,17034,9790,4527,0
557,2021/09/22 10:00:00+00,8634,49565,72489,58064,5010,2771,10763,7672,13435,3695,22648,2561,18981,21544,1533,78852,95446,3491,3042,8113,2507,17162,9843,4534,0
558,2021/09/23 10:00:00+00,8677,49719,72635,58209,5027,2797,10809,7706,13471,3699,22691,2571,19046,21600,1539,78980,95623,3507,3047,8173,2518,17275,9889,4552,0
559,2021/09/24 10:00:00+00,8734,49843,72781,58311,5064,2807,10856,7740,13522,3710,22737,2595,19080,21634,1539,79097,95797,3512,3066,8268,2537,17367,9961,4565,0
560,2021/09/25 10:00:00+00,8786,49974,72942,58445,5098,2834,10897,7782,13559,3751,22777,2624,19117,21671,1546,79270,96009,3536,3076,8395,2549,17453,10009,4590,0
561,2021/09/26 10:00:00+00,8790,50074,73061,58576,5117,2849,10947,7820,13581,3762,22825,2635,19164,21719,1553,79373,96140,3548,3084,8415,2559,17547,10057,4608,0
562,2021/09/27 10:00:00+00,8811,50169,73169,58677,5140,2861,10972,7851,13612,3770,22865,2657,19202,21764,1559,79452,96246,3554,3099,8478,2570,17574,10092,4620,0
563,2021/09/28 10:00:00+00,8898,50220,73254,58792,5147,2873,11011,7886,13635,3780,22908,2670,19242,21795,1563,79555,96373,3562,3105,8509,2579,17617,10127,4635,0
564,2021/09/29 10:00:00+00,8926,50329,73433,58876,5157,2876,11047,7928,13670,3789,22974,2682,19292,21839,1566,79650,96496,3569,3116,8546,2585,17712,10154,4649,0
565,2021/09/30 10:00:00+00,8957,50469,73574,59003,5193,2908,11079,7963,13722,3802,23031,2703,19358,21883,1570,79807,96674,3580,3120,8679,2597,17795,10205,4668,0
566,2021/10/01 10:00:00+00,8997,50582,73745,59168,5224,2921,11132,8009,13786,3829,23089,2723,19413,21934,1574,79948,96880,3593,3140,8733,2612,17884,10274,4680,0
567,2021/10/02 10:00:00+00,9028,50722,73936,59246,5248,2945,11167,8058,13826,3848,23138,2738,19464,21956,1576,80069,96984,3614,3145,8825,2627,17981,10320,4696,0
568,2021/10/03 10:00:00+00,9034,50846,74056,59432,5276,2959,11192,8082,13862,3850,23176,2749,19500,21986,1584,80175,97101,3619,3149,8868,2637,18051,10352,4713,0
569,2021/10/04 10:00:00+00,9111,50950,74154,59561,5302,2969,11231,8115,13884,3861,23229,2773,19548,22027,1585,80272,97202,3638,3159,8897,2643,18102,10380,4734,0
570,2021/10/05 10:00:00+00,9115,50997,74237,59635,5321,2971,11248,8131,13908,3880,23257,2776,19588,22041,1589,80365,97263,3641,3163,8920,2652,18137,10399,4742,0
571,2021/10/06 10:00:00+00,9146,51106,74376,59717,5343,2975,11263,8179,13943,3884,23288,2783,19632,22086,1599,80448,97385,3655,3173,8998,2657,18213,10441,4763,0
572,2021/10/07 10:00:00+00,9192,51229,74504,59866,5367,2988,11313,8226,13983,3905,23349,2813,19704,22151,1612,80598,97516,3671,3181,9040,2670,18308,10481,4784,0
573,2021/10/08 10:00:00+00,9218,51343,74627,60000,5392,2995,11341,8256,14007,3921,23410,2836,19764,22173,1616,80692,97622,3689,3194,9125,2686,18404,10519,4797,0
574,2021/10/09 10:00:00+00,9300,51458,74809,60063,5413,3010,11371,8300,14037,3934,23462,2866,19832,22199,1622,80807,97743,3708,3204,9189,2704,18474,10563,4818,0
575,2021/10/10 10:00:00+00,9306,51549,74923,60184,5442,3019,11395,8326,14085,3945,23512,2888,19890,22234,1629,80918,98072,3721,3212,9254,2726,18556,10600,4833,0
576,2021/10/11 10:00:00+00,9373,51608,75013,60287,5458,3025,11416,8347,14099,3958,23546,2903,19938,22249,1633,81005,98159,3733,3225,9274,2732,18586,10616,4845,0
577,2021/10/12 10:00:00+00,9380,51634,75049,60340,5467,3031,11429,8368,14110,3964,23557,2906,19967,22260,1636,81028,98237,3741,3227,9287,2738,18596,10635,4852,0
578,2021/10/13 10:00:00+00,9407,51731,75171,60457,5483,3035,11462,8411,14138,3976,23601,2916,20042,22299,1640,81142,98360,3749,3242,9316,2744,18708,10659,4863,0
579,2021/10/14 10:00:00+00,9451,51866,75357,60496,5497,3047,11492,8446,14157,3981,23647,2940,20090,22339,1645,81245,98455,3761,3249,9379,2753,18789,10704,4889,0
580,2021/10/15 10:00:00+00,9497,51948,75464,60607,5519,3052,11518,8485,14186,3997,23693,2952,20146,22354,1652,81338,98569,3767,3261,9453,2759,18883,10741,4902,0
581,2021/10/16 10:00:00+00,9531,52028,75550,60710,5539,3071,11531,8531,14221,4008,23742,2975,20178,22380,1664,81407,98674,3782,3274,9505,2769,18930,10768,4911,0
582,2021/10/17 10:00:00+00,9538,52107,75644,60812,5557,3085,11546,8558,14244,4017,23779,2981,20222,22401,1675,81487,98784,3792,3282,9549,2782,18994,10793,4921,0
583,2021/10/18 10:00:00+00,9561,52143,75718,60923,5572,3091,11559,8575,14273,4024,23807,2986,20280,22420,1679,81557,98855,3803,3288,9573,2784,19036,10824,4933,0
584,2021/10/19 10:00:00+00,9592,52207,75812,60903,5577,3098,11570,8602,14287,4029,23852,2999,20328,22437,1680,81618,98912,3806,3295,9596,2787,19042,10841,4937,0
585,2021/10/20 10:00:00+00,9598,52290,75906,60951,5587,3105,11595,8641,14308,4048,23886,3002,20369,22466,1684,81691,98991,3815,3300,9642,2790,19057,10859,4943,0
586,2021/10/21 10:00:00+00,9623,52401,76039,61003,5600,3133,11614,8676,14336,4064,23944,3027,20426,22478,1687,81768,99077,3830,3306,9672,2808,19213,10910,4958,0
587,2021/10/22 10:00:00+00,9643,52471,76132,61101,5613,3144,11634,8693,14363,4079,23976,3056,20480,22501,1693,81833,99161,3842,3320,9734,2813,19266,10939,4969,0
588,2021/10/23 10:00:00+00,9666,52585,76246,61181,5624,3160,11647,8725,14398,4092,24030,3091,20525,22522,1704,81913,99223,3860,3327,9752,2816,19341,10966,4972,0
589,2021/10/24 10:00:00+00,9668,52648,76319,61275,5643,3165,11670,8745,14418,4100,24063,3112,20563,22547,1708,81988,99293,3860,3330,9787,2823,19389,10992,4977,0
590,2021/10/25 10:00:00+00,9681,52697,76362,61353,5654,3170,11682,8756,14434,4106,24094,3125,20587,22570,1710,82037,99338,3866,3333,9801,2825,19417,11010,4987,0
591,2021/10/26 10:00:00+00,9726,52748,76414,61389,5659,3182,11694,8777,14447,4115,24140,3135,20635,22591,1714,82095,99406,3874,3335,9823,2828,19443,11028,4994,0
592,2021/10/27 10:00:00+00,9740,52832,76496,61414,5667,3197,11722,8799,14458,4129,24172,3147,20669,22614,1717,82162,99501,3877,3338,9876,2835,19513,11054,4994,0
593,2021/10/28 10:00:00+00,9753,52948,76602,61478,5686,3206,11745,8818,14481,4140,24224,3187,20709,22628,1725,82270,99599,3887,3341,9921,2848,19567,11078,5011,0
594,2021/10/29 10:00:00+00,9786,53031,76688,61565,5699,3212,11783,8845,14504,4153,24268,3220,20743,22665,1729,82365,99689,3892,3348,9948,2856,19648,11110,5016,0
595,2021/10/30 10:00:00+00,9799,53110,76812,61643,5713,3221,11810,8875,14520,4158,24314,3246,20784,22685,1734,82473,99788,3900,3351,9970,2861,19714,11129,5024,0
596,2021/10/31 10:00:00+00,9804,53160,76888,61734,5721,3231,11837,8894,14531,4165,24347,3271,20818,22704,1736,82532,99845,3907,3357,9990,2864,19763,11146,5025,0
597,2021/11/01 10:00:00+00,9807,53199,76944,61780,5730,3236,11852,8908,14543,4170,24371,3287,20855,22717,1737,82575,99885,3912,3364,10003,2873,19782,11160,5028,0
598,2021/11/02 10:00:00+00,9854,53246,77022,61804,5736,3244,11872,8914,14550,4172,24395,3296,20875,22722,1737,82633,99949,3918,3369,10017,2882,19792,11168,5033,0
599,2021/11/03 10:00:00+00,9863,53317,77120,61878,5748,3246,11885,8926,14569,4174,24440,3305,20912,22739,1739,82696,100025,3923,3374,10039,2887,19871,11183,5037,0
600,2021/11/04 10:00:00+00,9865,53411,77242,61937,5754,3254,11914,8944,14582,4179,24492,3328,20949,22789,1742,82790,100095,3924,3377,10060,2899,19927,11198,5044,0
601,2021/11/05 10:00:00+00,9912,53496,77347,62004,5769,3263,11950,8959,14597,4186,24540,3363,20978,22819,1744,82890,100178,3929,3378,10077,2911,19987,11227,5060,0
602,2021/11/06 10:00:00+00,9926,53585,77450,62092,5775,3267,11979,8972,14615,4194,24576,3386,21015,22837,1752,82960,100282,3935,3384,10091,2920,20057,11241,5064,0
603,2021/11/07 10:00:00+00,9932,53644,77517,62176,5785,3281,12005,8987,14633,4202,24627,3402,21048,22869,1768,83051,100358,3946,3385,10102,2926,20114,11254,5070,0
604,2021/11/08 10:00:00+00,9939,53694,77595,62242,5792,3285,12031,9001,14646,4212,24671,3418,21091,22884,1773,83097,100399,3953,3389,10107,2931,20153,11261,5073,0
605,2021/11/09 10:00:00+00,9947,53726,77648,62284,5796,3292,12062,9016,14655,4215,24689,3422,21122,22908,1774,83163,100445,3957,3390,10120,2931,20174,11273,5076,0
606,2021/11/10 10:00:00+00,9985,53787,77756,62364,5811,3296,12086,9025,14673,4221,24741,3430,21171,22933,1782,83259,100520,3961,3393,10136,2938,20286,11295,5080,0
607,2021/11/11 10:00:00+00,10012,53863,77891,62456,5826,3307,12125,9047,14694,4233,24812,3468,21217,22960,1795,83349,100611,3981,3395,10152,2950,20365,11316,5089,0
608,2021/11/12 10:00:00+00,10033,53939,78023,62567,5837,3314,12165,9061,14701,4241,24868,3483,21268,23000,1798,83445,100694,3993,3399,10170,2959,20428,11334,5103,0
609,2021/11/13 10:00:00+00,10078,54022,78143,62697,5850,3326,12194,9093,14715,4250,24919,3508,21318,23037,1808,83548,100763,4015,3405,10179,2969,20498,11355,5116,0
610,2021/11/14 10:00:00+00,10087,54107,78253,62814,5856,3330,12225,9107,14721,4257,24977,3524,21359,23063,1819,83638,100824,4024,3409,10198,2973,20559,11375,5126,0
611,2021/11/15 10:00:00+00,10092,54185,78338,62922,5867,3334,12273,9127,14731,4270,25019,3544,21387,23087,1828,83700,100885,4041,3411,10207,2982,20589,11392,5131,0
612,2021/11/16 10:00:00+00,10136,54243,78424,62995,5872,3338,12308,9140,14735,4276,25055,3555,21421,23140,1828,83793,100959,4047,3417,10216,2984,20619,11412,5131,0
613,2021/11/17 10:00:00+00,10159,54326,78579,63023,5882,3342,12325,9153,14745,4280,25112,3572,21477,23176,1832,83868,101020,4054,3420,10236,2987,20703,11429,5135,0
614,2021/11/18 10:00:00+00,10187,54427,78751,63109,5890,3353,12371,9185,14760,4299,25171,3596,21525,23210,1836,83981,101116,4074,3423,10264,3007,20785,11450,5144,0
615,2021/11/19 10:00:00+00,10245,54537,78897,63235,5898,3369,12409,9214,14781,4317,25223,3613,21576,23253,1836,84110,101218,4080,3425,10286,3018,20840,11467,5149,0
616,2021/11/20 10:00:00+00,10279,54641,79002,63371,5905,3375,12441,9251,14800,4327,25279,3648,21638,23289,1846,84233,101284,4096,3426,10297,3032,20896,11497,5160,0
617,2021/11/21 10:00:00+00,10288,54751,79128,63506,5914,3379,12487,9269,14818,4335,25321,3661,21691,23348,1853,84350,101389,4104,3427,10311,3045,20963,11514,5167,0
618,2021/11/22 10:00:00+00,10298,54813,79242,63606,5919,3391,12522,9297,14840,4348,25381,3675,21738,23383,1862,84443,101468,4114,3429,10327,3051,20998,11533,5173,0
619,2021/11/23 10:00:00+00,10348,54875,79329,63675,5920,3396,12550,9308,14852,4363,25442,3690,21772,23417,1864,84551,101532,4116,3433,10335,3060,21042,11547,5174,0
620,2021/11/24 10:00:00+00,10376,54960,79437,63789,5927,3404,12587,9337,14872,4368,25507,3701,21833,23439,1869,84627,101605,4127,3435,10346,3067,21129,11567,5187,0
